X,Y,TotalVolunteers,DateOriginal,Totalltems_EventRecord
-122.50229,37.59847,1,4/21/2017,385
-122.50218,37.59818,1,4/21/2017,80
-122.50211,37.89088,3,9/17/2016,0
-122.50207,37.71494,2,9/16/2017,0
-122.50194,37.89057,9,9/16/2017,291
-122.50184,37.59932,2,4/21/2017,171
-122.50181,37.89114,9,9/16/2017,363
-122.50178,37.71509,1,9/16/2017,1378
-122.50161,37.96857,10,9/16/2017,936
-122.50137,37.88439,4,9/15/2018,296
-122.5012,48.76538,6,9/17/2016,559
-122.50117,37.71561,2,9/16/2017,1184
-122.50105,37.89006,11,9/15/2018,750
-122.50073,37.5992,2,5/15/2020,16
-122.50062,37.89549,1,10/4/2017,12
-122.5006,37.89506,2,9/16/2017,9
-122.50059,37.89529,2,10/2/2017,11
-122.50052,37.89541,2,10/16/2017,3
-122.50049,37.89553,1,9/24/2017,2
-122.50039,37.89539,1,9/18/2017,5
-122.50037,37.89553,1,9/27/2017,1
-122.50034,37.7123,1,9/15/2017,1
-122.50032,37.89555,2,1/11/2018,29
-122.50017,37.70108,2,9/16/2017,173
-122.49997,37.88634,2,9/15/2018,142
-122.4999,37.71364,60,9/17/2016,2038
-122.4997,37.59949,2,4/21/2017,236
-122.49951,37.59005,3,9/21/2019,32
-122.49923,37.60067,1,4/21/2017,127
-122.49921,37.9707,42,9/16/2017,597
-122.49867,37.71619,1,9/16/2017,90
-122.49859,47.61577,1,9/17/2016,367
-122.49858,37.97015,25,9/16/2017,0
-122.4983374,37.97093318,19,9/21/2019,825
-122.49827,37.94283,2,9/4/2016,261
-122.49747,37.96834,46,9/16/2017,3193
-122.49745,37.97225,15,9/15/2018,861
-122.4974,37.87743,1,9/21/2019,9
-122.49729,47.72777,1,9/16/2017,847
-122.49707,38.02979,1,8/3/2017,20
-122.4970651,37.96822643,21,9/21/2019,2444
-122.4970289,37.89392116,15,9/21/2019,0
-122.49688,37.89426,2,9/16/2017,23
-122.4967,37.50145,2,6/1/2020,29
-122.49632,37.6094,2,5/29/2020,91
-122.49627,37.96697,3,9/16/2017,54
-122.49627,37.97019,19,9/15/2018,2823
-122.49624,37.61067,2,6/1/2020,288
-122.49616,37.61074,1,6/7/2017,6
-122.49585,37.60969,1,6/4/2020,248
-122.4958,37.60983,1,5/27/2020,23
-122.49574,37.60973,2,5/18/2020,122
-122.49571,37.60974,1,5/27/2020,94
-122.4954,47.53767,10,9/25/2016,542
-122.49518,45.39168,20,9/24/2017,0
-122.49512,37.62226,2,5/27/2020,179
-122.49426,37.83453,1,4/21/2017,10
-122.49421,37.86426,22,9/17/2016,1378
-122.4942,37.86398,27,9/17/2016,1
-122.49417,37.92107,2,9/16/2017,3
-122.4941689,37.86381443,29,9/21/2019,175
-122.49415,37.86394,21,9/15/2018,1227
-122.49413,37.6872,1,9/16/2017,334
-122.49403,37.63188,1,6/4/2020,132
-122.49399,37.62807,3,6/5/2020,46
-122.49386,37.63274,2,5/27/2020,950
-122.49342,37.63285,1,5/17/2020,302
-122.49338,37.65827,1,12/12/2019,17
-122.49337,37.63287,1,5/16/2020,152
-122.49332,37.63284,2,5/27/2020,472
-122.49329,37.63288,2,5/22/2020,419
-122.49328,37.63289,2,5/31/2020,590
-122.49327,37.63286,3,6/2/2020,1112
-122.49324,37.63284,2,5/26/2020,423
-122.49316,37.63289,3,5/24/2020,331
-122.493,37.7536,2,9/16/2017,90
-122.49293,37.68811,2,9/16/2017,111
-122.49262,37.62994,1,9/15/2018,47
-122.49254,37.64594,1,6/4/2020,2
-122.49213,37.96125,6,9/17/2016,1739
-122.492,37.62949,1,5/26/2020,48
-122.49163,37.65093,1,9/2/2019,47
-122.49138,47.63139,3,9/17/2016,115
-122.49074,37.65256,2,9/15/2018,30
-122.49073,48.74267,28,9/17/2016,252
-122.49028,37.8636,1,3/4/2017,117
-122.49027,37.64923,1,5/15/2020,7
-122.49021,48.74288,7,9/16/2017,2493
-122.4900744,37.95636392,45,9/21/2019,2513
-122.49007,37.66156,1,6/2/2020,221
-122.49004,37.95671,15,9/16/2017,1742
-122.49001,37.7327,1,9/16/2017,68
-122.49,37.89544,45,9/16/2017,0
-122.48986,37.86373,1,3/4/2017,154
-122.48984,48.74254,2,9/6/2018,421
-122.48967,37.86357,1,1/15/2017,360
-122.48963,37.86358,1,11/11/2016,66
-122.4895933,37.82683255,8,9/21/2019,947
-122.48959,37.82677,23,9/15/2018,1119
-122.4895504,37.89603497,70,9/21/2019,0
-122.48952,37.95506,16,9/16/2017,558
-122.48933,48.75602,3,8/28/2018,34
-122.4893,37.97143,11,9/17/2016,1594
-122.48927,37.95357,33,9/17/2016,1749
-122.48922,37.86177,1,11/9/2016,228
-122.48896,37.86349,1,11/3/2016,22
-122.48888,37.86357,1,12/20/2016,106
-122.48883,37.65636,13,12/13/2019,23
-122.48877,37.86154,1,5/19/2017,799
-122.48877,37.8636,1,12/22/2016,111
-122.48877,37.89665,35,9/17/2016,0
-122.48829,37.86083,1,5/27/2018,250
-122.48816,37.86158,1,4/3/2017,256
-122.48729,37.78812,1,9/3/2019,1
-122.48714,37.61342,3,5/30/2020,70
-122.48668,37.65362,1,5/29/2020,47
-122.48642,37.86296,1,11/7/2016,131
-122.48609,37.61946,2,6/2/2020,18
-122.48604,37.64951,1,6/2/2020,19
-122.48603,37.61849,2,5/26/2020,19
-122.48601,37.86065,1,9/13/2017,199
-122.48594,37.86,8,9/16/2017,309
-122.48589,37.62002,2,5/22/2020,33
-122.4856945,37.79059163,52,9/21/2019,0
-122.4856,37.65341,2,6/2/2020,73
-122.48545,37.78946,1,9/3/2019,166
-122.48509,37.73914,1,9/16/2017,0
-122.48492,37.86385,1,3/9/2018,229
-122.48475,37.50292,1,5/30/2020,243
-122.48452,37.77657,1,9/16/2017,0
-122.48443,37.79313,28,4/22/2017,187
-122.48443,37.79313,29,4/22/2017,284
-122.4844,37.65191,1,6/1/2020,31
-122.48436,37.65236,1,5/29/2020,29
-122.4843,37.7908,2,3/25/2018,29
-122.48427,37.65148,4,5/20/2020,202
-122.48424,37.65149,2,9/14/2019,224
-122.48413,37.6516,2,5/15/2020,36
-122.48413,37.65161,9,9/11/2019,1629
-122.484,37.65174,1,5/12/2020,5
-122.484,37.65187,1,5/12/2020,0
-122.48398,37.50158,1,5/27/2020,2
-122.48397,37.65191,2,5/15/2020,19
-122.48397,37.65192,121,9/12/2019,756
-122.48397,37.65194,40,9/12/2019,4664
-122.48394,37.50156,1,5/28/2020,12
-122.48394,37.65191,1,9/14/2019,44
-122.48392,37.65183,2,5/16/2020,136
-122.4839,37.50162,1,5/25/2020,3
-122.48385,37.91773,2,9/16/2017,40
-122.48366,37.65114,1,6/2/2020,78
-122.48358,37.89076,20,9/21/2019,253
-122.48357,48.75481,7,10/5/2019,359
-122.48354,37.50346,1,5/23/2020,630
-122.48352,37.72345,1,9/16/2017,172
-122.48347,37.79292,72,9/16/2017,5699
-122.48347,37.7938,30,9/17/2016,3680
-122.48315,37.6173,1,5/25/2020,8
-122.48313,37.7932,5,9/16/2017,23
-122.48302,37.65765,25,9/22/2019,52
-122.48285,37.79303,2,9/16/2017,139
-122.48248,45.52731,17,9/29/2018,0
-122.48242,37.86378,1,6/21/2018,56
-122.48239,37.86367,1,9/12/2017,13
-122.48234,37.85759,1,9/16/2017,582
-122.4823154,37.79678083,40,9/21/2019,2084
-122.48217,37.86377,1,3/3/2017,15
-122.48209,37.86379,1,9/15/2018,72
-122.48209,37.8638,1,9/15/2018,411
-122.48206,37.86368,1,8/18/2017,67
-122.48186,45.52703,19,9/23/2017,0
-122.48175,47.54211,1,7/11/2017,9
-122.48173,37.97341,17,9/16/2017,0
-122.48158,45.52695,35,9/24/2016,0
-122.48096,48.48753,3,6/9/2018,98
-122.48076,37.97253,37,9/15/2018,3145
-122.4807145,37.97237546,19,9/21/2019,1655
-122.48039,37.80096,1,9/16/2017,1
-122.48002,38.00645,25,9/17/2016,2677
-122.47828,37.83325,1,12/12/2017,456
-122.47826,37.83315,1,10/23/2017,80
-122.47824,37.83343,2,11/29/2019,553
-122.47822,37.83336,3,12/18/2017,220
-122.47819,37.83327,1,8/3/2017,167
-122.47816,37.83331,1,7/9/2017,242
-122.47814,37.83349,1,4/15/2017,275
-122.47812,37.83302,1,4/8/2018,354
-122.4781,37.83329,1,11/17/2017,496
-122.47803,37.72166,1,9/21/2017,0
-122.47779,37.77953,1,11/24/2018,67
-122.47747,37.50278,1,5/30/2020,158
-122.47745,37.50275,2,5/23/2020,161
-122.4773616,37.97300161,1,9/21/2019,3785
-122.47724,37.61358,1,5/30/2020,140
-122.47721,37.61348,1,5/29/2020,743
-122.47707,37.61337,2,6/4/2020,363
-122.47687,37.61338,1,5/30/2020,144
-122.47657,37.7698,40,9/17/2016,18210
-122.4765,37.99572,28,9/17/2016,2020
-122.47556,37.91615,1,12/1/2019,22
-122.47553,37.83371,13,9/16/2017,748
-122.4755,37.9161,1,4/22/2020,274
-122.47535,44.75508,55,9/17/2016,0
-122.4751,37.83371,25,9/17/2016,4253
-122.47509,47.34967,3,5/7/2018,37
-122.47502,37.50103,1,5/30/2020,57
-122.47499,37.58227,3,5/30/2020,153
-122.4749539,37.97828345,2,9/21/2019,0
-122.47473,49.05868,27,4/28/2018,619
-122.4746367,37.83366047,30,9/21/2019,1941
-122.47452,37.61229,1,6/2/2020,79
-122.47447,37.49233,1,10/15/2017,38
-122.47445,37.50037,1,5/30/2020,0
-122.47421,47.65938,28,6/10/2017,1456
-122.47327,37.87874,34,9/17/2016,1763
-122.472893,47.27847505,5,9/18/2019,13
-122.4726588,37.87934762,76,9/21/2019,1032
-122.47246,37.87955,48,9/15/2018,2389
-122.47141,47.34631,1,10/22/2018,100
-122.47137,37.88129,38,9/16/2017,1677
-122.47076,37.5009,28,9/17/2016,344
-122.47069,49.0557,10,3/11/2018,1522
-122.4702,37.80532,1,9/16/2017,226
-122.46945,37.70254,1,7/26/2017,43
-122.46923,37.82353,2,9/16/2017,41
-122.46903,52.99279,22,5/15/2018,92
-122.46862,37.80503,1,9/16/2017,0
-122.46844,48.74216,1,9/19/2018,6
-122.46652,37.76239,1,9/15/2018,61
-122.46644,37.80588,1389,9/15/2018,1
-122.4663367,37.80586079,101,9/21/2019,1634
-122.4663,37.80321,1,9/16/2017,220
-122.4662,37.80418,1,9/16/2017,0
-122.4661,37.77651,1,9/15/2018,150
-122.46537,37.80565,42,9/17/2016,4017
-122.46503,37.80468,1,9/16/2017,0
-122.46502,37.80371,53,9/16/2017,222
-122.46406,37.6919,1,5/14/2020,9
-122.46397,37.76617,1,10/8/2018,309
-122.4638544,37.49661723,12,9/21/2019,412
-122.46342,37.50192,4,5/30/2020,232
-122.46338,38.50641,35,9/16/2017,2551
-122.4626869,38.50613992,23,10/25/2019,0
-122.46266,37.4891,1,9/15/2018,26
-122.46237,47.50126,1,6/8/2019,47
-122.46192,37.49658,1,9/21/2019,333
-122.4614564,38.00112558,12,9/21/2019,1
-122.46141,38.00101,35,9/16/2017,0
-122.4614,38.00095,22,9/15/2018,1224
-122.46049,45.5176,10,9/17/2017,0
-122.46001,37.73242,1,5/24/2017,38
-122.45942,37.99848,1,10/29/2016,121
-122.4585,37.80429,3,9/16/2017,843
-122.4580975,37.60769979,30,9/21/2019,1429
-122.45783,37.77103,1,4/27/2017,2
-122.45783,37.78124,3,9/17/2016,69
-122.45576,49.22076,10,4/24/2018,76
-122.4557542,37.48812347,20,9/21/2019,494
-122.45494,38.28988,4,9/15/2018,103
-122.45493,37.99418,20,9/17/2016,420
-122.45486,37.80402,6,9/16/2017,131
-122.4547,37.48898,3,6/1/2020,2
-122.45459,37.99324,15,9/16/2017,726
-122.45418,46.93752,3,7/6/2019,45
-122.4541127,37.99397497,16,9/21/2019,0
-122.45398,37.73243,1,9/4/2017,4
-122.45391,47.37086,3,2/1/2017,99
-122.45306,37.72547,1,9/21/2017,0
-122.45255,37.80583,118,9/16/2017,3206
-122.4525,37.48365,1,9/21/2019,2
-122.45249,37.48364,1,9/21/2019,0
-122.45242,37.48364,3,9/21/2019,0
-122.45241,37.48359,1,9/21/2019,16
-122.45136,37.80571,1,9/16/2017,0
-122.45136,37.80571,1,9/16/2017,11
-122.45135,37.80581,2,9/16/2017,140
-122.45131,37.80576,6,9/16/2017,104
-122.45128,37.80578,1,9/16/2017,89
-122.45074,37.75498,3,9/15/2018,132
-122.45056,37.80089,1,1/18/2018,3
-122.4505317,37.4789103,28,9/21/2019,274
-122.4505,37.8009,1,1/24/2018,0
-122.4499184,37.47746172,17,9/21/2019,377
-122.44947,48.77518,2,9/17/2016,70
-122.44931,47.26483,2,2/19/2020,9
-122.44872,37.77271,1,4/27/2017,1
-122.44824,37.80514,2,9/16/2017,34
-122.4480604,37.47368077,3,9/21/2019,106
-122.44774,37.85622,1,8/20/2015,163
-122.4474347,37.47020762,2,9/21/2019,207
-122.4474347,37.47020762,3,9/21/2019,12
-122.44675,47.40311,18,9/23/2016,1612
-122.4466995,37.46594787,4142,9/21/2019,1
-122.4462579,37.46404145,5,9/21/2019,141
-122.4462579,37.46404145,2,9/21/2019,37
-122.4462579,37.46404145,1,9/21/2019,106
-122.4462579,37.46404145,1,9/21/2019,82
-122.4462579,37.46404145,3,9/21/2019,215
-122.4462579,37.46404145,3,9/21/2019,27
-122.4462579,37.46404145,4,9/21/2019,82
-122.4462579,37.46404145,3,9/21/2019,68
-122.4451421,37.45249306,4,9/21/2019,68
-122.4451421,37.45249306,1,9/21/2019,26
-122.4451421,37.45249306,1,9/21/2019,143
-122.4451421,37.45249306,1,9/21/2019,72
-122.4451421,37.45249306,2,9/21/2019,6
-122.4451421,37.45249306,6,9/21/2019,174
-122.4451421,37.45249306,2,9/21/2019,61
-122.4451421,37.45249306,1,9/21/2019,18
-122.4451421,37.45249306,3,9/21/2019,3
-122.4451421,37.45249306,3,9/21/2019,195
-122.4451421,37.45249306,3,9/21/2019,29
-122.4451421,37.45249306,1,9/21/2019,144
-122.4450992,37.45739878,2,9/21/2019,12
-122.4450992,37.45739878,5,9/21/2019,30
-122.4450992,37.45739878,1,9/21/2019,9
-122.4450992,37.45739878,1,9/21/2019,21
-122.4450992,37.45739878,3,9/21/2019,64
-122.4450992,37.45739878,2,9/21/2019,13
-122.4450992,37.45739878,1,9/21/2019,10
-122.4450992,37.45739878,2,9/21/2019,10
-122.4450992,37.45739878,8,9/21/2019,36
-122.44495,37.78416,1,9/21/2019,194
-122.44492,37.80553,40,9/17/2016,2669
-122.44463,47.40546,3,4/2/2018,49
-122.44424,37.45531,2,9/21/2019,133
-122.44403,37.45532,130,9/17/2016,1981
-122.44335,47.40558,3,2/5/2018,18
-122.44323,47.40559,3,10/31/2017,21
-122.44315,47.4056,3,3/19/2018,79
-122.44242,37.78575,1,6/13/2016,27
-122.44235,37.80653,20,9/16/2017,3090
-122.44213,37.70939,2,9/21/2019,291
-122.44139,37.73538,1,9/15/2018,153
-122.44137,37.45965,3,5/30/2020,150
-122.44037,47.26213,11,6/9/2018,1991
-122.44017,37.45951,2,5/30/2020,23
-122.43992,37.79207,1,1/23/2020,206
-122.43977,37.79184,12,1/23/2020,163
-122.43977,47.40539,7,2/27/2017,1212
-122.43974,47.40542,5,12/29/2016,1586
-122.43973,37.42992,2,5/31/2020,92
-122.43902,37.77425,1,5/8/2017,1
-122.4384,47.39434,3,1/17/2018,97
-122.43799,47.36633,3,7/10/2017,13
-122.43799,47.36633,3,7/11/2017,149
-122.43799,47.36633,3,7/12/2017,30
-122.43799,47.36633,3,8/2/2017,17
-122.43799,47.36633,3,8/9/2017,11
-122.43799,47.36633,4,8/10/2017,91
-122.43783,47.26017,4,9/17/2016,55
-122.43628,37.79862,1,10/17/2017,306
-122.4361643,47.36671732,3,7/22/2019,92
-122.43542,37.86677,26,9/16/2017,8604
-122.43388,47.36724,4,3/9/2017,49
-122.43333,37.77807,1,9/16/2017,565
-122.43332,37.77805,1,9/16/2017,0
-122.43247,47.66096,4,6/10/2017,76
-122.43244,37.74823,1,7/28/2018,14
-122.43155,37.75685,4,9/15/2018,87
-122.43133,37.76829,7,8/10/2018,21
-122.42962,37.73081,1,9/16/2017,0
-122.42895,37.76618,1,9/15/2018,229
-122.42832,37.43664,3,5/31/2020,0
-122.42809,37.72628,1,9/21/2019,1049
-122.42803,37.74362,1,9/21/2019,484
-122.42786,37.75832,1,8/1/2018,36
-122.42727,37.76174,3,10/4/2018,37
-122.42725,37.76179,3,10/4/2018,16
-122.42725,37.76179,4,10/4/2018,39
-122.42725,37.76179,4,10/4/2018,28
-122.42725,37.76179,3,10/4/2018,87
-122.42713,37.76169,3,10/4/2018,14
-122.42713,37.76169,2,10/4/2018,63
-122.42713,37.76169,1,10/4/2018,66
-122.42694,37.74604,1,12/27/2018,5
-122.42685,37.68821,3,9/16/2017,340
-122.42646,37.80577,1,9/21/2017,1
-122.4259441,37.80718738,38,9/21/2019,3107
-122.4248933,41.50953474,8,9/21/2019,1
-122.4248,37.80664,16,9/16/2017,129
-122.42377,37.80671,82,9/16/2017,1272
-122.42352,37.75078,1,9/21/2019,176
-122.42329,37.80657,1,7/19/2019,1
-122.42323,37.80674,1,7/19/2019,4
-122.42294,37.80713,72,9/17/2016,3681
-122.42204,37.80754,4,9/16/2017,685
-122.42203,37.80678,2,9/16/2017,573
-122.42201,37.80682,5,9/16/2017,515
-122.42187,37.80761,16,9/17/2016,10656
-122.42155,37.80672,1,9/16/2017,187
-122.42141,37.73576,1,9/21/2019,245
-122.42119,37.80814,2,9/16/2017,11
-122.4199286,37.8530775,44,9/21/2019,4077
-122.41975,37.7762,1,9/21/2019,119
-122.41913,47.57502,3,9/15/2018,1235
-122.4164,47.57356,6,9/17/2016,1427
-122.41554,37.79889,2,9/21/2019,503
-122.41503,47.57821,2,6/10/2017,56
-122.41413,47.57248,12,9/7/2017,662
-122.41409,37.26146,16,9/17/2016,59
-122.41402,47.57268,1,8/22/2017,52
-122.41368,37.25964,66,9/17/2016,468
-122.41278,49.19033,17,10/21/2017,1
-122.41272,47.32053,78,9/7/2017,1996
-122.41199,47.37679,4,5/10/2017,179
-122.41153,37.80861,1,9/22/2017,6
-122.41144,47.57876,2,6/10/2017,11
-122.41144,47.57876,2,6/10/2017,15
-122.41123,47.57895,2,6/10/2017,55
-122.41121,47.5708,13,6/25/2018,166
-122.41121,47.5708,5,9/19/2018,75
-122.41116,47.57934,2,9/15/2018,205
-122.4111,47.57894,1,9/15/2018,617
-122.4110769,37.27084149,1,9/21/2019,27
-122.4110769,37.27084149,1,9/21/2019,18
-122.4110769,37.27084149,1,9/21/2019,9
-122.4110769,37.27084149,1,9/21/2019,14
-122.4110769,37.27084149,1,9/21/2019,28
-122.4110769,37.27084149,1,9/21/2019,15
-122.4110769,37.27084149,1,9/21/2019,10
-122.4110769,37.27084149,1,9/21/2019,4
-122.4110769,37.27084149,1,9/21/2019,21
-122.4110769,37.27084149,1,9/21/2019,12
-122.4110769,37.27084149,1,9/21/2019,117
-122.41086,47.57943,5,9/15/2018,258
-122.4108194,37.27172942,1,9/21/2019,47
-122.4108194,37.27172942,1,9/21/2019,9
-122.4108194,37.27172942,1,9/21/2019,14
-122.4108194,37.27172942,1,9/21/2019,81
-122.4108,47.57851,3,4/25/2018,0
-122.41079,47.57911,2,6/9/2018,73
-122.41063,47.57836,1,9/15/2018,177
-122.41062,47.57941,61,9/16/2017,6107
-122.41055,47.57851,3,9/15/2018,181
-122.41054,47.57935,3,9/15/2018,0
-122.41053,37.22732,101,9/23/2016,1
-122.41053,47.57898,3,6/10/2017,247
-122.41053,47.57906,2,9/15/2018,479
-122.41047,47.57949,4,6/9/2018,550
-122.41044,47.57925,2,6/9/2018,71
-122.4104332,37.27244658,3,9/21/2019,16
-122.4104332,37.27244658,1,9/21/2019,81
-122.4104332,37.27244658,1,9/21/2019,33
-122.41043,47.57924,4,6/9/2018,276
-122.41042,47.57943,1,9/15/2018,226
-122.41031,47.57922,2,9/15/2018,350
-122.41031,47.57927,2,9/15/2018,110
-122.41025,47.57937,2,9/15/2018,1303
-122.41023,47.57959,3,9/15/2018,436
-122.41016,47.57929,2,9/15/2018,90
-122.41012,37.75299,4,9/21/2019,201
-122.40995,37.80857,1,11/10/2017,0
-122.40993,47.57942,12,9/21/2019,101
-122.40992,47.5796,41,6/9/2018,401
-122.40962,47.57951,3,9/21/2019,173
-122.4095,47.67629,7,9/15/2018,336
-122.40943,47.5794,3,1/10/2020,181
-122.40935,47.57953,1,9/21/2019,4
-122.40923,47.57939,1,9/21/2019,11
-122.4092,47.5796,2,9/21/2019,136
-122.40919,47.57984,3,9/21/2019,281
-122.40917,47.57988,1,9/21/2019,0
-122.40917,47.5799,1,9/21/2019,12
-122.40916,47.5799,1,9/21/2019,60
-122.40916,47.58001,1,9/21/2019,6
-122.40912,47.57968,1,9/21/2019,16
-122.4091,47.57974,1,1/20/2020,36
-122.40907,37.27415,13,9/15/2018,38
-122.40901,47.57965,1,9/21/2019,0
-122.40901,47.5797,1,9/21/2019,2
-122.40892,47.58023,1,9/21/2019,68
-122.4089,47.57975,2,9/21/2019,124
-122.40875,37.7142,1,9/16/2017,76
-122.40862,49.18547,6,12/1/2018,655
-122.40856,47.57992,3,9/15/2018,490
-122.40854,47.57987,1,11/28/2017,26
-122.40852,47.57977,1,11/28/2017,0
-122.4085,47.57959,2,11/23/2019,217
-122.40823,37.78736,1,8/20/2018,3
-122.40823,37.78736,1,8/20/2018,2
-122.40823,37.78736,1,8/20/2018,1
-122.40823,37.78736,1,9/23/2018,1
-122.40805,47.57132,1,12/20/2017,21
-122.40773,47.58046,2,9/21/2019,36
-122.40766,37.78263,1,1/31/2018,0
-122.40757,47.58078,1,9/21/2019,77
-122.4071,47.31823,55,9/7/2016,2858
-122.40668,47.58053,1,8/15/2019,16
-122.4066118,37.29723308,20,9/21/2019,759
-122.40651,47.67436,2,9/16/2017,71
-122.4062,47.69328,6,12/5/2016,40
-122.40589,47.69352,4,9/15/2018,59
-122.40568,37.79445,4,8/31/2019,516
-122.40565,47.6932,16,11/12/2018,426
-122.40547,37.79451,4,8/31/2019,521
-122.40545,47.58161,2,9/21/2019,107
-122.40521,47.58162,133,9/15/2018,3387
-122.40514,47.69252,1,6/9/2018,36
-122.40492,47.66316,2,6/9/2018,214
-122.40489,47.6925,3,9/21/2019,42
-122.40488,47.66333,1,6/9/2018,9
-122.40487,47.69304,2,9/16/2017,101
-122.40486,47.37852,4,10/25/2016,74
-122.40478,47.58153,6,6/9/2018,201
-122.40473,47.69432,2,9/15/2018,180
-122.40472,47.69282,1,6/10/2017,386
-122.40471,47.69529,4,6/10/2017,60
-122.40465,47.69457,1,12/4/2018,42
-122.40456,47.69157,27,11/11/2016,1671
-122.40453,47.37904,2,10/20/2018,363
-122.40452,47.58211,1,9/21/2019,50
-122.40446,47.69202,3,9/15/2018,138
-122.40446,47.69291,1,6/9/2018,35
-122.40445,47.69206,1,9/15/2018,38
-122.40442,47.57464,2,9/5/2017,63
-122.40439,47.6918,4,9/16/2017,1154
-122.40439,47.69198,1,9/15/2018,48
-122.40435,47.69485,1,12/20/2018,22
-122.40432,37.32023,2,9/21/2019,45
-122.40425,47.6948,2,6/9/2018,115
-122.40406,37.76363,2,9/15/2018,196
-122.40406,47.69506,1,6/9/2018,36
-122.40402,47.69338,1,12/1/2018,42
-122.40399,47.69175,2,9/21/2019,173
-122.40399,47.69346,2,6/10/2017,91
-122.40398,47.69166,2,9/15/2018,177
-122.40396,47.37882,7,2/27/2017,561
-122.40392,47.69329,1,6/10/2017,119
-122.4039,47.6916,3,9/21/2019,685
-122.40388,47.69143,2,9/21/2019,160
-122.40386,47.68677,11,9/21/2019,116
-122.40377,47.37879,5,5/22/2017,691
-122.40377,47.69156,118,9/15/2018,2771
-122.40375,47.69167,1,9/15/2018,23
-122.40375,47.69299,5,9/15/2018,405
-122.40374,47.69168,2,9/15/2018,76
-122.40372,47.69252,3,9/21/2019,7
-122.40367,37.79261,1,7/16/2018,2
-122.4036,47.69234,15,6/9/2018,46
-122.40359,47.69238,1,9/21/2019,244
-122.40358,47.69232,2,9/21/2019,82
-122.40357,47.69222,3,9/15/2018,96
-122.40357,47.69233,1,9/15/2018,35
-122.40357,47.69239,1,9/21/2019,34
-122.40355,47.69251,1,9/16/2017,181
-122.40354,47.69112,1,12/7/2018,15
-122.40353,47.6924,2,9/21/2019,121
-122.40351,47.69222,1,9/15/2018,289
-122.40349,47.69225,2,9/15/2018,189
-122.4034795,37.3265308,4,9/21/2019,200
-122.4034795,37.3265308,1,9/21/2019,251
-122.4034795,37.3265308,1,9/21/2019,63
-122.4034795,37.3265308,5,9/21/2019,122
-122.4034795,37.3265308,1,9/21/2019,101
-122.4034795,37.3265308,1,9/21/2019,82
-122.4034795,37.3265308,1,9/21/2019,35
-122.4034795,37.3265308,1,9/21/2019,47
-122.4034795,37.3265308,1,9/21/2019,113
-122.4034795,37.3265308,1,9/21/2019,45
-122.4034795,37.3265308,2,9/21/2019,187
-122.4034795,37.3265308,5,9/21/2019,30
-122.4034795,37.3265308,3,9/21/2019,123
-122.4034795,37.3265308,1,9/21/2019,116
-122.4034795,37.3265308,1,9/21/2019,50
-122.4034795,37.3265308,1,9/21/2019,16
-122.4034795,37.3265308,1,9/21/2019,143
-122.4034795,37.3265308,1,9/21/2019,92
-122.4034795,37.3265308,3,9/21/2019,77
-122.40346,47.6923,2,6/9/2018,221
-122.40342,47.69225,4,6/9/2018,118
-122.40326,47.69154,2,9/16/2017,0
-122.40324,47.69159,15,6/9/2019,352
-122.40323,47.6916,4,6/9/2019,235
-122.40321,47.69151,4,6/9/2019,54
-122.40318,47.69156,2,6/9/2019,65
-122.40317,47.69159,2,6/9/2019,149
-122.40315,47.69139,5,9/16/2017,558
-122.40313,47.69135,1,9/16/2017,397
-122.40312,47.69116,2,9/16/2017,497
-122.40311,47.69185,5,9/16/2017,60
-122.40306,47.69244,4,9/22/2018,456
-122.40298,47.69145,1,9/21/2019,155
-122.40295,47.68926,1,11/28/2017,129
-122.40293,47.68944,1,12/23/2018,140
-122.40293,47.68981,2,9/15/2018,337
-122.40293,47.69135,1,9/16/2017,1
-122.40293,47.6915,4,9/16/2017,193
-122.40267,47.69093,40,6/9/2018,1457
-122.40264,47.68598,1,9/21/2019,87
-122.40169,47.69145,20,9/17/2016,4684
-122.40161,37.77158,1,9/28/2016,149
-122.40159,37.77143,1,7/15/2018,93
-122.40147,47.53063,2,9/21/2019,39
-122.40118,47.5838,2,9/21/2019,62
-122.40065,47.52979,27,8/26/2017,196
-122.40018,47.53089,1,6/9/2019,30
-122.39967,47.58524,67,9/17/2016,6312
-122.3991,47.55387,1,9/15/2018,226
-122.399,47.55399,1,6/9/2019,17
-122.3989,47.38201,3,11/13/2017,69
-122.39862,37.79193,1,9/27/2016,4
-122.39849,37.77036,1,5/8/2018,344
-122.39847,37.79163,1,7/14/2017,6
-122.39847,37.79165,1,7/14/2017,0
-122.39837,47.69066,1,6/9/2018,18
-122.39827,47.53186,13,6/9/2018,592
-122.39823,37.35661,22,9/17/2016,1517
-122.39801,37.79182,1,3/16/2017,1
-122.398,37.792,1,8/24/2016,3
-122.39778,37.19108,1,3/17/2020,11
-122.39717,47.08691,8,7/22/2018,75
-122.39711,37.71406,2,8/26/2018,489
-122.39708,47.70026,1,9/16/2017,0
-122.39685,37.71253,0,9/21/2019,1
-122.39677,47.5292,22,9/9/2016,2554
-122.39663,37.79081,1,9/10/2018,4
-122.39662,41.42902,7,9/16/2017,1
-122.39659,47.60701,12,9/15/2018,179
-122.39653,37.59367,70,9/17/2016,494
-122.39571,47.52695,2,8/26/2017,121
-122.39563,47.53036,27,9/9/2018,2098
-122.39518,47.52364,1,6/10/2017,126
