X,Y,TotalVolunteers,DateOriginal,Totalltems_EventRecord
-80.17101,25.7408,1,1/12/2020,28
-80.17101,25.74081,1,10/26/2019,279
-80.17098516,32.95305826,26,9/21/2019,250
-80.17097,25.74083,1,10/26/2019,5
-80.17095,25.74078,3,11/17/2019,162
-80.17095,25.74079,1,1/12/2020,33
-80.17094,27.20924,2,9/16/2017,95
-80.17079,25.74049,1,1/12/2020,253
-80.17078,25.74071,3,1/12/2020,73
-80.17069,25.74069,1,10/26/2019,144
-80.17065,25.7404,1,10/26/2019,10
-80.17051,25.74036,4,9/7/2019,0
-80.17043,25.74044,1,2/2/2020,122
-80.17028,25.74013,1,12/8/2019,42
-80.17025,25.74013,1,11/17/2019,95
-80.17019,25.74003,2,12/8/2019,28
-80.17006,25.74006,2,1/12/2020,39
-80.17005,25.82339,6,9/20/2018,432
-80.16988,25.73963,1,9/17/2016,989
-80.16986,25.73967,5,1/12/2020,156
-80.16982,8.33561,1,7/11/2019,139
-80.16981,8.33557,1,7/10/2019,21
-80.16976399,25.74097607,31,9/21/2019,2181
-80.16957,27.20667,8,9/21/2019,3916
-80.16936,25.73964,1,10/26/2019,92
-80.16931,25.73931,2,12/15/2019,191
-80.16927,25.73908,3,3/8/2020,663
-80.16923,25.73665,2,1/12/2020,253
-80.16909,26.20312,1,9/10/2019,153
-80.16869,25.73858,1,10/26/2019,47
-80.16867,26.04911,3,10/2/2019,1203
-80.16861,25.73848,75,9/17/2016,5151
-80.16843,27.14894,14,9/21/2019,274
-80.16843,40.68507,190,9/9/2017,1436
-80.16826,25.73805,82,9/15/2018,2837
-80.16816,25.73786,1,10/21/2017,2120
-80.16813,25.73849,1,1/12/2020,25
-80.16811,25.73841,2,9/21/2019,0
-80.16809,25.73793,1,8/27/2019,10
-80.16807,25.74031,3,9/15/2018,57
-80.168,25.73779,1,8/29/2019,28
-80.16793,25.73777,2,10/26/2019,28
-80.1679,25.73781,1,9/4/2019,24
-80.16786,25.7411,2,9/15/2018,0
-80.16784,25.74105,2,9/15/2018,158
-80.16778,25.74102,2,9/15/2018,144
-80.16775,25.74019,2,9/21/2019,190
-80.16772,25.73744,1,10/21/2017,79
-80.16771,25.73787,2,10/21/2017,133
-80.16769,26.06239,2,9/15/2018,233
-80.16768,25.73806,2,1/12/2020,303
-80.16767,25.73751,4,12/8/2019,54
-80.16765,25.73748,3,9/21/2019,251
-80.16761,25.73758,2,10/21/2017,240
-80.1675,25.73758,5,9/15/2018,171
-80.16747,25.73763,2,9/15/2018,242
-80.16746,25.73769,3,9/15/2018,338
-80.16739,25.73764,3,9/15/2018,210
-80.16739,27.16319,1,4/27/2016,14
-80.16738,25.73762,2,9/15/2018,2
-80.16738,25.73762,1,9/21/2019,169
-80.16738,25.73771,3,9/15/2018,360
-80.16736,25.7376,3,9/21/2019,298
-80.16736,25.73761,3,9/21/2019,199
-80.16736,25.84793,151,9/15/2018,8826
-80.16729084,25.84755906,161,9/21/2019,10265
-80.16724,25.73778,6,2/2/2020,48
-80.16715,26.09161,3,10/8/2019,214
-80.1671,25.74045,2,9/15/2018,42
-80.16702,25.87393,2,6/2/2018,457
-80.16701,25.87394,2,3/17/2018,94
-80.167,25.87401,1,6/10/2017,70
-80.16699,25.74074,5,9/15/2018,120
-80.16698,25.87399,2,9/17/2017,273
-80.16697,25.7369,1,10/21/2017,366
-80.16693,25.87397,1,8/21/2017,84
-80.16692,25.87388,2,3/17/2018,771
-80.16692,25.87401,1,9/3/2017,78
-80.16691,25.73689,1,1/12/2020,93
-80.16688,25.73693,1,9/19/2019,1
-80.16686,25.73687,1,9/12/2019,2
-80.16679,25.74026,3,9/15/2018,62
-80.16677,25.87401,1,2/23/2018,32
-80.16664,25.74018,1,9/21/2019,57
-80.16663,25.73709,2,9/15/2018,273
-80.16659,25.84688,121,9/17/2016,4883
-80.16626,25.73934,4,11/20/2018,24
-80.16604,27.20083,20,9/17/2016,1078
-80.16595,25.73921,5,11/20/2018,120
-80.16595,27.20069,2,9/16/2017,10
-80.16589,25.73919,5,11/20/2018,94
-80.16588,25.73919,3,11/20/2018,0
-80.16585,27.2,4,9/16/2017,131
-80.16575,25.73908,2,11/20/2018,53
-80.16557,25.73892,1,11/20/2018,129
-80.16557,25.73903,4,11/20/2018,88
-80.16554,25.73908,4,11/20/2018,208
-80.16547,25.73904,5,11/20/2018,155
-80.16547,25.93933,1,9/17/2016,0
-80.16505,25.736,3,9/21/2019,210
-80.16502,25.87363,1,7/16/2017,401
-80.16494,26.67372,29,11/12/2016,0
-80.1647,25.87407,1,7/9/2017,75
-80.16468,40.79747,150,8/27/2016,594
-80.16445,26.3212,1,8/24/2019,358
-80.1644,26.65329,31,9/17/2016,0
-80.16438,25.87386,1,6/1/2017,99
-80.16393,26.09422,1,9/21/2019,171
-80.163897,-3.34786,100,9/21/2019,1540
-80.16389,25.88985,1,10/27/2018,59
-80.16365,25.69064,1,7/1/2019,48
-80.16363,25.69571,1,1/7/2018,80
-80.16362,25.69575,1,1/7/2018,202
-80.16355,25.73283,1,9/10/2019,0
-80.16347,25.73188,4,9/15/2018,186
-80.16345,25.73853,1,9/15/2018,289
-80.16332,25.73223,4,9/15/2018,476
-80.16331,25.69113,1,2/10/2018,45
-80.16331,25.7318,4,9/15/2018,352
-80.16327,25.69724,1,10/12/2019,102
-80.16325,25.73223,3,9/15/2018,420
-80.16322,25.7317,2,9/15/2018,272
-80.16312,41.62981,720,10/27/2016,0
-80.16293,25.88136,1,9/21/2019,280
-80.16272,25.73287,3,9/21/2019,295
-80.16239,25.73937,3,9/15/2018,38
-80.16224,25.73167,3,9/21/2019,283
-80.16222,25.81174,4,12/11/2018,321
-80.16213,27.19335,30,9/17/2016,460
-80.16212,26.20378,2,9/15/2018,14
-80.16207817,25.73151077,6,9/21/2019,571
-80.16189,25.73268,8,7/29/2019,257
-80.16174,-3.34184,51,9/16/2017,1269
-80.16172,26.04686,1,2/2/2020,38
-80.16169,27.19062,2,9/21/2019,2
-80.16168,25.69869,2,9/15/2018,35
-80.16151,25.90429,1,11/20/2017,0
-80.16125,25.7321,3,9/21/2019,104
-80.16117,25.77448,2,9/15/2018,58
-80.16097,25.70186,1,3/8/2020,16
-80.16086,32.76069,1,11/4/2018,9
-80.16084,32.76077,1,7/8/2018,10
-80.16082,32.76068,1,6/11/2018,13
-80.16081,32.76057,1,4/23/2018,8
-80.16079,32.76059,1,5/5/2018,12
-80.16079,32.76067,1,8/27/2018,8
-80.16078,27.18479,3,9/16/2017,138
-80.16078,27.18678,2,9/17/2016,362
-80.16072,27.18651,2,9/21/2019,113
-80.16072,32.76065,1,4/27/2018,5
-80.16067,27.18973,9,9/21/2019,116
-80.16067,32.76079,1,3/30/2018,4
-80.16062,27.18664,8,9/17/2016,101
-80.16062,27.18694,5,9/16/2017,148
-80.16059,27.18665,1,9/17/2016,140
-80.16059,27.18965,2,9/21/2019,32
-80.16055,27.18769,20,9/17/2016,349
-80.16053,27.18593,2,9/17/2016,159
-80.1605,27.18635,5,9/17/2016,77
-80.1605,27.18649,2,9/17/2016,55
-80.16048,27.18627,3,9/16/2017,2
-80.16047,27.18672,1,9/21/2019,64
-80.16047,27.18676,5,9/17/2016,91
-80.16044,27.18801,2,9/16/2017,163
-80.16043,27.18675,1,9/17/2016,51
-80.16041,27.18636,4,9/15/2018,235
-80.16038,27.1864,2,9/21/2019,58
-80.16038,27.18774,3,9/17/2016,96
-80.16036,27.1864,3,9/17/2016,76
-80.16035,27.18555,8,9/17/2016,99
-80.16035,27.18628,2,9/15/2018,101
-80.16035,27.18638,5,9/21/2019,318
-80.16034,27.18627,1,9/16/2017,56
-80.16033,27.18621,2,9/16/2017,87
-80.16032,27.18636,1,9/16/2017,44
-80.16031,27.18633,13,9/17/2016,112
-80.1603,27.18641,30,9/16/2017,323
-80.16029,27.18663,4,9/17/2016,32
-80.16019,27.18579,6,9/21/2019,738
-80.16011,27.18663,30,9/22/2019,345
-80.16006,27.18512,3,9/16/2017,100
-80.16004,27.18529,12,9/16/2017,317
-80.16003,27.18618,1,9/16/2017,178
-80.16002,27.18537,5,9/16/2017,190
-80.15996,27.1861,1,9/16/2017,39
-80.15991,25.68987,14,2/29/2020,102
-80.15982,27.18529,6,9/16/2017,24
-80.15981,27.18533,4,9/17/2016,30
-80.15979,27.18532,3,9/17/2016,79
-80.15978,25.6674,10,5/4/2017,249
-80.15966,25.66697,35,6/1/2018,220
-80.15964,26.34562,2,9/15/2018,72
-80.15963,25.66664,1,5/4/2017,70
-80.15961,25.66667,1,6/1/2018,66
-80.1596,25.66662,2,5/4/2017,105
-80.1596,25.66672,1,6/1/2018,64
-80.1596,27.18458,1,9/16/2017,253
-80.15947,25.66676,2,6/1/2018,87
-80.1594,25.66668,3,5/4/2017,188
-80.15935,25.66671,3,6/1/2018,130
-80.15929,25.6668,2,6/1/2018,186
-80.15928,25.6668,4,5/4/2017,621
-80.15925,25.66679,3,6/1/2018,188
-80.15924,25.66701,3,5/4/2017,130
-80.15923,27.1836,2,9/16/2017,27
-80.15922,25.66688,3,6/1/2018,69
-80.15921,25.66662,3,5/4/2017,247
-80.159206,36.106835,13,10/5/2019,1
-80.1584,25.73365,4,1/20/2018,280
-80.15839,25.73375,6,1/20/2018,395
-80.15836,25.73375,1,1/20/2018,0
-80.15828,25.7337,3,10/13/2018,66
-80.15819,25.39457,17,9/15/2018,121
-80.15803,25.67518,2,6/1/2018,106
-80.15798,27.17807,2,9/16/2017,17
-80.15795,33.02345,1,3/16/2017,150
-80.15788,44.48303,3,5/24/2020,0
-80.15787,44.48303,3,5/24/2020,44
-80.15784,44.48298,1,5/24/2020,357
-80.15783,44.48297,3,5/24/2020,134
-80.15771,26.62137,40,9/30/2017,5120
-80.15758,25.68264,2,6/1/2018,391
-80.15756,27.16167,1,3/17/2016,13
-80.15754,26.92299,147,9/30/2017,2684
-80.15722,25.69906,7,9/30/2018,210
-80.15718,25.69076,1,10/27/2017,0
-80.15713,25.73426,1,1/28/2020,7
-80.1569,25.69876,3,10/12/2019,391
-80.15688,25.69983,5,9/30/2018,304
-80.15677,25.70003,3,9/22/2018,11
-80.15676,25.68903,6,1/5/2020,197
-80.15669,25.70044,6,10/12/2019,56
-80.15665,25.69914,14,9/30/2018,507
-80.15663,25.73461,4,9/21/2019,26
-80.15655,25.71653,3,9/21/2019,163
-80.1564,25.66624,1,7/22/2019,65
-80.15634,26.93248,48,9/30/2017,673
-80.1563,25.7347,1,1/28/2020,0
-80.15629,25.67695,2,9/21/2019,89
-80.15623,25.7874,1,10/12/2019,15
-80.15621,25.69612,1,9/30/2018,56
-80.15619,25.66837,4,10/14/2017,194
-80.15619,25.73531,1,1/28/2020,70
-80.15615,25.66808,1,7/8/2019,19
-80.15615,25.66819,1,10/14/2017,14
-80.15615,25.6682,2,10/14/2017,0
-80.15615,25.66824,1,7/10/2019,97
-80.15612,25.66826,5,10/14/2017,370
-80.1561,25.66828,7,10/14/2017,97
-80.15607,25.66823,14,10/14/2017,397
-80.15607,25.66841,5,10/14/2017,193
-80.15606,25.66819,1,7/8/2019,38
-80.15604,25.66829,4,10/14/2017,77
-80.15598,40.46623,13,11/3/2018,1
-80.15596,25.67521,1,9/15/2018,217
-80.15588913,25.66660889,125,9/21/2019,3988
-80.15582,26.89987,16,9/30/2017,30
-80.15577043,25.73507802,150,1/28/2020,1
-80.15576,25.73541,5,9/21/2019,748
-80.15568,25.66837,42,10/14/2017,57
-80.15567,25.66723,130,9/15/2018,2671
-80.15564,25.66715,89,9/17/2016,10203
-80.1556,25.66716,50,10/14/2017,3614
-80.1555,25.67479,1,9/15/2018,414
-80.1555,25.70235,6,10/12/2019,32
-80.15548,26.91243,26,9/17/2016,1710
-80.15542,25.67489,1,9/15/2018,318
-80.1554,25.72829,3,9/21/2019,370
-80.15537,25.67489,2,9/15/2018,27
-80.15519,25.71797,1,7/30/2019,50
-80.15501315,26.85633908,10,7/16/2019,289
-80.15498,26.92179,24,9/17/2016,429
-80.15496,25.73641,15,10/14/2017,933
-80.15485,25.73588,9,10/21/2017,191
-80.1547,27.15478,1,5/17/2016,14
-80.15466,26.56848,1,10/7/2017,50
-80.15455,25.71913,3,9/21/2019,157
-80.15452,25.84993,3,9/21/2019,74
-80.15441,25.70786,2,7/30/2019,52
-80.15433,25.73689,1,9/21/2019,0
-80.15412,25.71094,3,10/12/2019,151
-80.15408,25.70841,40,7/30/2019,17
-80.15404,25.73595,75,9/17/2016,3504
-80.15403,25.71091,1,10/12/2019,187
-80.15403,25.73681,15,9/21/2019,240
-80.15385,25.73482,1,9/28/2019,126
-80.15376,25.73686,2,9/21/2019,164
-80.15366,25.73638,3,9/21/2019,87
-80.15363,25.73709,3,9/21/2019,116
-80.15362,25.92697,3,9/15/2018,267
-80.15361,25.73703,2,9/21/2019,388
-80.1536,25.73704,3,9/21/2019,47
-80.15359,25.71068,1,10/12/2019,39
-80.15359,25.73708,14,10/21/2017,103
-80.15356,25.7375,8,9/21/2019,149
-80.15355,25.71081,2,10/12/2019,35
-80.15355,25.71089,1,10/12/2019,67
-80.15355,25.73699,8,10/21/2017,98
-80.15353437,25.7363761,216,9/21/2019,1
-80.15353,25.71083,1,10/12/2019,0
-80.15353,25.71084,2,10/12/2019,92
-80.15351,25.71087,3,10/12/2019,154
-80.15349,25.71071,1,10/12/2019,104
-80.15347,25.70658,3,10/12/2019,58
-80.15347,25.71113,4,10/12/2019,47
-80.15346,25.71085,1,10/12/2019,70
-80.15346,25.73696,4,9/21/2019,29
-80.15344,25.71093,7,10/12/2019,213
-80.15341,25.71081,1,10/12/2019,137
-80.15335,25.71096,3,10/12/2019,56
-80.15334,25.73709,14,10/21/2017,148
-80.15329,25.70688,5,10/12/2019,179
-80.15329,25.71074,5,10/12/2019,45
-80.15325,25.78558,2,9/15/2018,102
-80.15317,25.78552,1,9/17/2016,226
-80.15315,25.78555,3,9/15/2018,65
-80.15308,25.78561,3,9/15/2018,251
-80.15303,25.73737,2,9/21/2019,109
-80.15302,25.78516,1,9/17/2016,826
-80.153,42.1166,7,5/12/2018,261
-80.153,42.1166,2,6/9/2018,503
-80.153,42.1166,1,7/14/2018,67
-80.153,42.1166,1,8/11/2018,124
-80.153,42.1166,2,9/8/2018,142
-80.153,42.1166,2,10/13/2018,124
-80.153,42.1166,1,8/17/2019,208
-80.153,42.1166,2,9/21/2019,378
-80.153,42.1166,1,10/19/2019,429
-80.15296,25.71052,5,10/12/2019,675
-80.15296,25.78571,1,10/12/2019,68
-80.15296,25.78572,15,10/12/2019,60
-80.15294,25.7857,30,10/12/2019,83
-80.15293,25.78558,37,9/17/2016,10
-80.15292753,25.78535775,50,10/12/2019,1189
-80.15285,25.70709,2,10/12/2019,25
-80.15285,25.78568,1,10/12/2019,180
-80.15276,25.70896,4,7/17/2019,14
-80.15275,25.70944,6,10/12/2019,955
-80.15274,25.71066,53,10/12/2019,32
-80.15273,25.78563,2,10/12/2019,61
-80.15271,25.70887,4,7/17/2019,79
-80.15269,25.70933,5,7/30/2019,438
-80.15265,25.71567,6,10/12/2019,965
-80.15263,25.71049,5,10/12/2019,170
-80.15246,25.71026,6,10/12/2019,92
-80.15226,25.7111,5,10/12/2019,89
-80.15224,25.71183,3,10/12/2019,73
-80.15224,25.71186,3,10/12/2019,46
-80.15215,26.63701,1,10/19/2018,8
-80.15213,25.03335,1,9/3/2016,5
-80.15211,25.7077,3,10/12/2019,6
-80.15211,25.70775,3,10/12/2019,4
-80.15205,25.71499,3,9/15/2018,123
-80.15204,25.70763,96,9/17/2016,2737
-80.15201,25.71493,1,10/12/2019,0
-80.152,25.71489,3,9/21/2019,90
-80.15199,25.71497,2,11/11/2017,166
-80.15198,26.63712,1,11/19/2018,2
-80.15196,25.7149,1,9/21/2019,59
-80.15192,25.71501,3,10/12/2019,102
-80.15189,25.7091,5,10/12/2019,205
-80.15188,25.71465,3,9/21/2019,802
-80.15186,25.71504,12,9/15/2018,117
-80.15185,25.70914,2,7/17/2019,150
-80.15184,25.71504,5,9/21/2019,0
-80.15176,25.70938,3,7/17/2019,126
-80.15176,25.70945,1,7/17/2019,287
-80.15175,25.74493,1,10/5/2019,7
-80.15173,25.70947,5,7/17/2019,18
-80.15172,25.70949,5,7/17/2019,26
-80.15167,25.7093,3,7/17/2019,191
-80.15167,25.70944,4,7/17/2019,250
-80.15166,25.70939,3,7/17/2019,167
-80.15165,25.71277,1,9/15/2018,391
-80.15163,25.71342,110,9/15/2018,1653
-80.15161,25.70903,3,9/21/2019,269
-80.15161,25.71536,3,11/11/2017,169
-80.1516,25.70912,2,7/17/2019,14
-80.15158,25.70989,1,7/30/2019,152
-80.15156,25.70908,5,7/30/2019,479
-80.15156,25.71001,2,7/17/2019,58
-80.15153,25.7098,4,7/30/2019,77
-80.15153,25.71537,3,9/15/2018,0
-80.15148,25.71543,1,12/11/2017,17
-80.15148,25.73865,14,10/21/2017,50
-80.15148,25.88878,21,9/17/2016,854
-80.15147,25.70998,5,7/30/2019,620
-80.15145,25.71539,5,11/9/2019,219
-80.15143,25.7154,10,11/14/2019,300
-80.15137,25.71322,3,10/12/2019,76
-80.15129,25.78454,3,9/15/2018,229
-80.1511,25.73736,180,9/15/2018,5068
-80.15108,25.70941,45,11/11/2017,18
-80.15106,25.71555,1,12/11/2017,206
-80.15101,25.71344,1,9/15/2018,174
-80.151,41.64174,750,9/8/2018,100
-80.15091,26.26042,2,6/18/2018,9
-80.15069,27.09973,1,9/15/2018,327
-80.15057,42.07228,8,9/16/2017,838
-80.15056,25.7145,3,9/21/2019,264
-80.15051,25.71935,1,9/21/2019,142
-80.1504,26.55318,1,3/18/2020,43
-80.15038,26.1939,1,9/21/2019,18
-80.15032,25.79136,4,9/17/2016,348
-80.15022668,25.71517997,42,10/12/2019,1
-80.15008,26.36657,1,1/12/2020,21
-80.15003,25.79103,3,10/12/2019,69
-80.1498,42.1222,2,5/12/2018,119
-80.1498,42.1222,2,6/9/2018,241
-80.1498,42.1222,3,8/11/2018,251
-80.1498,42.1222,3,9/8/2018,321
-80.1498,42.1222,2,6/15/2019,67
-80.1498,42.1222,2,8/17/2019,79
-80.1498,42.1222,2,9/21/2019,77
-80.1498,42.1222,1,10/19/2019,156
-80.14979,25.71585,6,11/11/2017,573
-80.14967,26.27357,8,1/7/2018,0
-80.14958,25.75774,2,1/18/2020,65
-80.14958,26.11809,1,11/19/2016,34
-80.14953,26.11799,1,11/19/2016,3
-80.14949,25.98426,3,9/17/2016,103
-80.14949,26.03351,4,9/15/2018,45
-80.14894,25.71782,3,12/11/2017,47
-80.14879,25.71812,3,12/11/2017,131
-80.14876521,25.71804382,137,9/21/2019,390
-80.14873,26.40733,2,9/21/2019,139
-80.14863,26.00256,2,11/11/2017,0
-80.14802,25.72529,10,9/21/2019,134
-80.148,26.04394,1,9/21/2019,268
-80.14786,25.92611,2,9/15/2018,172
-80.14779,25.72422,10,9/21/2019,61
-80.14778,25.79117,1,8/30/2015,25
-80.14768,25.72354,2,9/21/2019,444
-80.14764,25.72355,2,9/15/2018,92
-80.14762,25.73946,1,12/29/2019,7
-80.14762,25.84901,2,8/20/2016,61
-80.14758,25.72331,2,11/11/2017,106
-80.14739,27.13616,1,3/8/2016,24
-80.14731,26.06011,1,9/17/2016,0
-80.14727,41.637109,800,9/7/2019,101
-80.14725,26.94001,60,9/10/2016,378
-80.14724,43.47391,9,9/22/2016,1
-80.14704,25.73986,1,12/29/2019,5
-80.14704,25.73986,1,12/29/2019,7
-80.14702,42.11391,47,9/21/2017,2543
-80.147,42.128,8,5/12/2018,295
-80.147,42.128,6,6/9/2018,568
-80.147,42.128,1,7/14/2018,113
-80.147,42.128,7,8/11/2018,186
-80.147,42.128,3,10/13/2018,120
-80.147,42.128,4,6/15/2019,662
-80.147,42.128,4,7/20/2019,131
-80.147,42.128,4,8/17/2019,271
-80.147,42.128,9,9/21/2019,170
-80.147,42.128,5,10/19/2019,144
-80.14693,25.74015,1,9/15/2018,12
-80.14689,26.9161,21,10/8/2017,43
-80.14688,25.74015,1,9/15/2018,13
-80.14673138,26.94187178,10,9/21/2019,676
-80.14671,25.75125,2,9/28/2019,401
-80.14669,25.74777,2,4/20/2018,309
-80.14668,25.74776,2,4/20/2018,85
-80.14668,25.75105,2,9/28/2019,204
-80.14668,25.75106,3,9/15/2018,34
-80.14666,25.75106,1,9/28/2019,0
-80.14663,25.75058,2,9/15/2018,119
-80.14662,25.75117,0,9/15/2018,0
-80.1466,25.74757,4,9/21/2019,172
-80.14659,25.74001,1,9/15/2018,24
-80.14659,25.74754,1,10/5/2019,267
-80.14659,25.75099,3,9/15/2018,129
-80.14657,25.74762,1,10/5/2019,136
-80.14657,25.74763,24,12/7/2019,95
-80.14657,25.75099,2,9/15/2018,1
-80.14656,25.74757,5,9/21/2019,167
-80.14656,26.34764,1,1/14/2018,22
-80.14655,25.74756,32,11/2/2019,150
-80.14655,25.74758,1,10/5/2019,398
-80.14655,26.34758,45,4/7/2018,69
-80.14653,25.74758,1,10/5/2019,8
-80.14653,25.751,1,9/28/2019,222
-80.14653,26.34756,2,3/11/2018,48
-80.14651,25.7507,2,9/15/2018,206
-80.14651,26.34756,2,3/4/2018,51
-80.1465,26.34749,1,4/21/2018,150
-80.14648,26.12187,1,2/18/2017,67
-80.14646,26.34752,2,10/28/2017,58
-80.14645,26.34754,1,11/12/2017,60
-80.14643,25.75288,1,9/15/2018,303
-80.14629,25.75149,4,9/15/2018,519
-80.14627,25.75067,2,9/15/2018,107
-80.14625,42.11402,30,8/22/2017,100
-80.14623,26.36398,2,10/26/2019,0
-80.14622,25.75059,2,6/11/2019,479
-80.14621,25.75129,35,9/17/2016,1608
-80.14618,25.75121,4,9/15/2018,150
-80.14615,25.7609,3,9/15/2018,445
-80.14594,25.75048,1,9/15/2018,0
-80.14592,25.74726,7,4/20/2018,109
-80.14592,25.75083,1,9/15/2018,156
-80.1458,25.94346,1,9/23/2017,933
-80.14567,25.75041,1,3/26/2017,231
-80.14562,26.34747,2,11/10/2019,80
-80.14559,26.34753,1,1/12/2020,16
-80.14553,26.34737,1,9/21/2019,111
-80.1455,26.34748,2,11/29/2019,32
-80.14505,42.10735,35,10/11/2016,1175
-80.145,27.09543,30,9/15/2018,366
-80.14497,27.0955,12,9/21/2019,0
-80.14496,27.0955,1,9/22/2019,305
-80.14482,25.79261,2,6/1/2020,209
-80.14475,25.77428,5,9/23/2018,4
-80.14475,25.78874,2,6/1/2020,274
-80.14463,26.94139,20,9/15/2018,545
-80.14458,25.75008,15,3/26/2017,1225
-80.1445,25.79196,2,2/18/2017,385
-80.14446,26.49331,3,9/17/2016,1064
-80.14432,25.79356,3,9/17/2016,446
-80.14429,26.0015,1,9/18/2016,0
-80.14419,26.05111,1,9/29/2018,100
-80.14411,25.74465,2,7/15/2019,273
-80.14409,25.74462,1,7/15/2019,20
-80.14402,25.74472,1,7/29/2019,25
-80.14381,26.20729,1,9/19/2018,104
-80.1437,26.06857,1,8/10/2017,52
-80.14364,26.05257,4,9/29/2018,0
-80.14346,26.05195,1,9/21/2019,499
-80.14336,25.7451,2,7/2/2017,3
-80.14329,25.74506,2,7/2/2017,8
-80.143,42.1155,6,5/12/2018,171
-80.143,42.1155,4,6/9/2018,532
-80.143,42.1155,1,7/14/2018,257
-80.143,42.1155,1,8/11/2018,271
-80.143,42.1155,1,9/8/2018,240
-80.143,42.1155,1,10/13/2018,187
-80.143,42.1155,1,6/15/2019,190
-80.143,42.1155,1,7/20/2019,242
-80.143,42.1155,1,8/17/2019,186
-80.143,42.1155,3,9/21/2019,559
-80.143,42.1155,1,10/19/2019,598
-80.14283,25.75847,11,1/20/2018,45
-80.14281,25.77757,1,3/28/2018,9
-80.14277,25.77749,1,4/5/2018,6
-80.14273,26.03361,4,12/1/2018,49
-80.14271,25.79006,1,9/3/2015,3
-80.14269,25.77751,1,4/11/2018,0
-80.14261,25.77741,1,10/2/2017,4
-80.14259,27.09707,2,9/21/2019,325
-80.14232,26.60726,1,12/20/2017,0
-80.14232,26.60726,1,12/20/2017,40
-80.14231,26.60724,1,2/22/2018,67
-80.14219,25.7764,2,9/15/2018,131
-80.14215,26.19457,2,9/21/2019,22
-80.14206,25.78925,1,9/21/2019,59
-80.14184,42.00108,2,10/10/2018,1
-80.14159,26.86699,250,11/5/2016,0
-80.14159,42.00106,47,12/4/2017,1
-80.14148,26.14716,50,9/21/2019,1619
-80.14137,25.79445,2,7/28/2019,31
-80.1413,26.11895,1,9/21/2019,3
-80.14106,43.38674,70,9/19/2017,1
-80.14094,27.0561,1,2/20/2017,143
-80.14092,26.33082,3,7/3/2019,5
-80.14085,27.0558,2,1/2/2017,151
-80.1408,25.77092,1,10/12/2019,0
-80.1408,26.33082,2,7/14/2019,12
-80.1408,27.05599,1,11/10/2017,84
-80.14076,26.11463,2,9/29/2018,290
-80.14074,27.05598,1,12/31/2016,147
-80.14074,27.05604,1,9/15/2016,187
-80.14071,25.77124,5,10/12/2019,4
-80.14064,43.38733,72,9/20/2016,1
-80.14057,27.05602,1,1/15/2017,237
-80.14034,25.77112,1,10/12/2019,0
-80.14025,25.77099,1,10/12/2019,437
-80.14,25.77495,1,5/11/2018,29
-80.13988,25.77169,1,10/12/2019,454
-80.13907,25.90885,3,9/21/2019,208
-80.13891,25.95155,1,9/15/2018,101
-80.13874,26.11875,1,11/9/2017,10
-80.13872063,25.90799398,103,9/21/2019,1432
-80.13872,26.11874,1,11/17/2017,2
-80.13872,26.11876,1,11/9/2017,2
-80.13869,25.91027,1,9/21/2019,123
-80.13868,25.91063,1,10/9/2019,1
-80.13861,25.90309,1,10/26/2019,630
-80.13857,26.3549,1,8/8/2016,20
-80.13854,25.91009,4,9/17/2016,251
-80.13849,25.90941,5,2/4/2020,142
-80.13846,25.90935,6,2/6/2020,160
-80.13844,25.90946,5,2/6/2020,37
-80.1384,42.1439,7,5/12/2018,296
-80.1384,42.1439,6,6/9/2018,430
-80.1384,42.1439,2,7/14/2018,297
-80.1384,42.1439,2,10/13/2018,105
-80.1384,42.1439,1,6/15/2019,241
-80.1384,42.1439,20,7/9/2019,2251
-80.1384,42.1439,3,7/20/2019,320
-80.1384,42.1439,2,8/17/2019,169
-80.1384,42.1439,7,9/21/2019,745
-80.1384,42.1439,13,10/19/2019,478
-80.13838,26.0201,1,5/17/2020,8
-80.13835,25.90816,13,9/15/2018,180
-80.13835,25.91056,1,10/26/2019,75
-80.13833,26.02017,1,5/10/2020,8
-80.13833,26.02022,1,8/29/2019,3
-80.13833,26.02024,1,5/3/2020,11
-80.13831,25.90997,5,2/6/2020,113
-80.13829,26.02025,1,9/15/2019,1
-80.13828,25.90986,6,10/8/2019,181
-80.13826,25.90984,4,9/15/2018,151
-80.13826,26.02037,1,5/22/2020,5
-80.1382,33.05577,6,10/21/2018,131
-80.13819,33.05576,6,8/12/2018,196
-80.13817,27.10991,1,12/31/2019,52
-80.13815,25.90926,3,9/15/2018,475
-80.13811,25.90978,4,2/4/2020,274
-80.13807,25.90995,3,9/15/2018,20
-80.13802,25.91015,1,9/15/2018,109
-80.13798,25.90993,2,9/17/2016,244
-80.13796,25.91044,3,9/15/2018,133
-80.13793,25.91132,4,9/21/2019,96
-80.13788,25.91124,4,9/21/2019,108
-80.13784,25.90902,7,10/8/2019,141
-80.13784,25.91104,7,9/21/2019,0
-80.13783,25.91016,4,10/10/2019,56
-80.13783,25.911,3,9/21/2019,238
-80.13782,25.9109,3,9/21/2019,168
-80.13781,25.90946,3,10/10/2019,176
-80.13775,44.10029,24,10/22/2017,1179
-80.13774,25.90894,6,10/8/2019,149
-80.13766,26.70251,80,10/7/2017,5
-80.13763,25.90933,2,9/21/2019,6
-80.13755,25.90965,2,9/15/2018,306
